Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($)
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Germline-A,terra-730ce996,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-29,2024-05-29,8,count,0.000080,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-a7f38bfa,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class A Operations,B7C3-7672-190E,,Usage,2024-05-29,2024-05-29,8,count,0.000040,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Germline-A,terra-730ce996,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-29,2024-05-29,0.001,gibibyte,0.000026,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Germline-A,terra-730ce996,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class B Operations,5BE8-FE77-1C76,,Usage,2024-05-29,2024-05-29,16,count,0.000006,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Germline-A,terra-730ce996,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class A Operations,B7C3-7672-190E,,Usage,2024-05-29,2024-05-29,1,count,0.000005,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Germline-A,terra-730ce996,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,,Usage,2024-05-29,2024-05-29,8,count,0.000003,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--UKbio-cont,terra-0df969ce,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Autoclass Coldline Storage Iowa,FC93-7D27-5888,,Usage,2024-05-28,2024-05-30,777.433,gibibyte month,3.109730,3.11
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Autoclass Coldline Storage Iowa,FC93-7D27-5888,,Usage,2024-05-28,2024-05-30,191.408,gibibyte month,0.765630,0.77
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Core running in Americas,D498-1ECA-87C1,,Usage,2024-05-24,2024-05-31,"1,584.449",hour,11.518817,11.52
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Ram running in Americas,5451-0A15-0123,,Usage,2024-05-24,2024-05-31,"5,941.763",gibibyte hour,5.537602,5.54
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,SSD backed PD Capacity,B188-61DD-52E4,,Usage,2024-05-22,2024-05-28,0.131,gibibyte month,0.022238,0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--ALDUBAYAN-,terra-a8d893d5,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Dasman-Ins,terra-e2f9491f,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-47075a46,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab,vanallen-aldubayan-lab,firecloud.org,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--arab-b,terra-d6c0baa5,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-22,2024-05-22,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-f64e23e8,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Core running in Americas,ACBC-6999-A1C4,,Usage,2024-05-21,2024-05-23,67.486,hour,2.239958,2.24
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-f64e23e8,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Ram running in Americas,51E2-59BD-7A6E,,Usage,2024-05-21,2024-05-23,396.489,gibibyte hour,1.762782,1.76
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Core running in Americas,ACBC-6999-A1C4,,Usage,2024-05-20,2024-05-30,"32,871.274",hour,1091.048284,1091.05
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Ram running in Americas,51E2-59BD-7A6E,,Usage,2024-05-20,2024-05-30,"201,774.988",gibibyte hour,897.091396,897.09
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Autoclass Standard Storage Iowa,E324-3A47-63B4,,Usage,2024-05-20,2024-05-30,"17,061.226",gibibyte month,341.224520,341.22
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Autoclass Management Fee,CF60-426C-8557,,Usage,2024-05-20,2024-05-30,"1,069,187,231",second,0.001026,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to Americas,BE6F-687A-D530,,Usage,2024-05-20,2024-05-31,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Cloud Storage,95FF-2EF5-5EA1,Autoclass Management Fee,CF60-426C-8557,,Usage,2024-05-18,2024-05-30,"122,427,383",second,0.000117,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2024-05-17,2024-05-31,"11,564.727",gibibyte month,462.588343,462.59
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Core running in Americas,4A30-9DBE-ECEA,,Usage,2024-05-17,2024-05-31,"44,447.708",hour,339.018028,339.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Ram running in Americas,AFAD-A1BD-4F9C,,Usage,2024-05-17,2024-05-31,"194,969.204",gibibyte hour,190.664436,190.66
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,External IP Charge on a Spot Preemptible VM,4AF8-7C1F-39C4,,Usage,2024-05-17,2024-05-31,"9,866.815",hour,24.666559,24.67
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,,Usage,2024-05-17,2024-05-31,"19,776",count,21.753600,21.75
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,,Usage,2024-05-17,2024-05-31,"19,776",count,21.753600,21.75
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,,Usage,2024-05-17,2024-05-31,"19,776",count,15.820800,15.82
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,,Usage,2024-05-17,2024-05-30,"3,372.099",hour,13.624302,13.62
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Cloud Storage,95FF-2EF5-5EA1,Autoclass Standard Storage Iowa,E324-3A47-63B4,,Usage,2024-05-17,2024-05-30,402.893,gibibyte month,8.057864,8.06
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2024-05-17,2024-05-29,28.502,hour,0.900948,0.90
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2024-05-17,2024-05-29,106.883,gibibyte hour,0.452841,0.45
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,,Usage,2024-05-17,2024-05-31,7.935,gibibyte,0.317038,0.32
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,,Usage,2024-05-17,2024-05-31,0.92,gibibyte,0.023100,0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-17,2024-05-31,"1,620",count,0.016200,0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Replication within Northern America,AED0-3315-7B11,,Usage,2024-05-17,2024-05-30,0.008,gibibyte,0.000161,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,,Usage,2024-05-17,2024-05-29,0.011,gibibyte,0.000100,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,,Usage,2024-05-17,2024-05-31,166,count,0.000056,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-17,2024-05-31,0.003,gibibyte,0.000045,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,,Usage,2024-05-17,2024-05-31,"307,454.81",gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Americas,1CFF-8100-5F11,,Usage,2024-05-17,2024-05-31,0.002,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Americas,1E55-5CEB-2AB1,,Usage,2024-05-17,2024-05-31,0.067,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Americas,2F99-3A90-373B,,Usage,2024-05-17,2024-05-31,0.08,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (RAM cost),3D41-4308-45C0,,Usage,2024-05-17,2024-05-31,"402,781.503",gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - Americas Based,427E-B4F2-B5CF,,Usage,2024-05-17,2024-05-31,"13,031.918",gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to Americas,773D-F52D-63CD,,Usage,2024-05-17,2024-05-31,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Americas,8687-6D6B-5B8B,,Usage,2024-05-17,2024-05-31,0.06,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,,Usage,2024-05-17,2024-05-31,"90,462.581",gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Iowa,93F4-2190-D5EF,,Usage,2024-05-17,2024-05-31,0.023,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,,Usage,2024-05-17,2024-05-31,"402,781.503",gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,,Usage,2024-05-17,2024-05-31,0.027,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Americas,E926-D07C-E1A4,,Usage,2024-05-17,2024-05-31,95.167,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,,Usage,2024-05-17,2024-05-31,"13,238.65",hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Americas,EF89-EF79-A587,,Usage,2024-05-17,2024-05-31,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,,Usage,2024-05-17,2024-05-31,"402,783.582",gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,,Usage,2024-05-17,2024-05-31,"78,930.114",hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,SPENDING_BASED_DISCOUNT,Usage,2024-05-17,2024-05-31,,,-15.820800,-15.82
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,SPENDING_BASED_DISCOUNT,Usage,2024-05-17,2024-05-31,,,-21.753600,-21.75
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,SPENDING_BASED_DISCOUNT,Usage,2024-05-17,2024-05-31,,,-21.753600,-21.75
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class A Operations,B7C3-7672-190E,,Usage,2024-05-16,2024-05-31,"4,302,552",count,21.512760,21.51
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud DNS,FA26-5236-B8B5,DNS Query (port 53),6DFF-5025-A128,,Usage,2024-05-16,2024-05-30,"13,401,334",count,5.360433,5.36
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,SSD backed PD Capacity,B188-61DD-52E4,,Usage,2024-05-16,2024-05-16,2.448,gibibyte month,0.416193,0.42
