Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($)
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Core running in Americas,4A30-9DBE-ECEA,,Usage,2024-05-16,2024-05-16,36.029,hour,0.238864,0.24
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Spot Preemptible Custom Instance Ram running in Americas,AFAD-A1BD-4F9C,,Usage,2024-05-16,2024-05-16,144.187,gibibyte hour,0.128754,0.13
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class B Operations,5BE8-FE77-1C76,,Usage,2024-05-16,2024-05-31,"228,375",count,0.091332,0.09
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud DNS,FA26-5236-B8B5,ManagedZone,8C22-6FC3-D478,,Usage,2024-05-16,2024-05-31,0.487,month,0.079596,0.08
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,External IP Charge on a Spot Preemptible VM,4AF8-7C1F-39C4,,Usage,2024-05-16,2024-05-16,18.002,hour,0.044998,0.04
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,,Usage,2024-05-16,2024-05-16,23,count,0.025300,0.03
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,,Usage,2024-05-16,2024-05-16,23,count,0.025300,0.03
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,,Usage,2024-05-16,2024-05-16,23,count,0.018400,0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Multi-region,0D5D-6E23-4250,,Usage,2024-05-16,2024-05-30,0.577,gibibyte month,0.015004,0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,,Usage,2024-05-16,2024-05-16,0.294,gibibyte month,0.011745,0.01
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Core running in Americas,ACBC-6999-A1C4,,Usage,2024-05-16,2024-05-16,0.324,hour,0.010741,0.01
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Custom Instance Ram running in Americas,51E2-59BD-7A6E,,Usage,2024-05-16,2024-05-16,1.296,gibibyte hour,0.005763,0.01
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud DNS,FA26-5236-B8B5,DNS Query (port 53),6DFF-5025-A128,,Usage,2024-05-16,2024-05-16,"6,327",count,0.002530,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,,Usage,2024-05-16,2024-05-30,0.06,gibibyte month,0.001191,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud DNS,FA26-5236-B8B5,ManagedZone,8C22-6FC3-D478,,Usage,2024-05-16,2024-05-16,0.005,month,0.001072,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,,Usage,2024-05-16,2024-05-16,0.017,gibibyte,0.000692,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Jakarta,7C79-34BD-F61B,,Usage,2024-05-16,2024-05-16,0,gibibyte,0.000006,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,,Usage,2024-05-16,2024-05-16,0.003,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,,Usage,2024-05-16,2024-05-16,30.608,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Americas,2F99-3A90-373B,,Usage,2024-05-16,2024-05-16,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (RAM cost),3D41-4308-45C0,,Usage,2024-05-16,2024-05-16,145.307,gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - Americas Based,427E-B4F2-B5CF,,Usage,2024-05-16,2024-05-16,22.077,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,,Usage,2024-05-16,2024-05-16,0.057,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,,Usage,2024-05-16,2024-05-16,145.307,gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,,Usage,2024-05-16,2024-05-16,0.161,hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Americas,E926-D07C-E1A4,,Usage,2024-05-16,2024-05-16,0.006,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,,Usage,2024-05-16,2024-05-16,18.163,hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,,Usage,2024-05-16,2024-05-16,145.307,gibibyte hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,,Usage,2024-05-16,2024-05-16,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,,Usage,2024-05-16,2024-05-16,36.327,hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Americas,C8EA-1A86-3D28,,Usage,2024-05-16,2024-05-16,0.004,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-W,terra-d7327e81,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,,Usage,2024-05-16,2024-05-16,1,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,,Usage,2024-05-16,2024-05-31,6.593,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,,Usage,2024-05-16,2024-05-31,0.001,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,SPENDING_BASED_DISCOUNT,Usage,2024-05-16,2024-05-16,,,-0.018400,-0.02
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,SPENDING_BASED_DISCOUNT,Usage,2024-05-16,2024-05-16,,,-0.025300,-0.03
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,terra-88b03bea,terra-88b03bea,firecloud.org > prod > CommunityWorkbench,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,SPENDING_BASED_DISCOUNT,Usage,2024-05-16,2024-05-16,,,-0.025300,-0.03
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--ALDUBAYAN-,terra-a8d893d5,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--Dasman-Ins,terra-e2f9491f,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-47075a46,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab,vanallen-aldubayan-lab,firecloud.org,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--arab-b,terra-d6c0baa5,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,,Usage,2024-05-15,2024-05-23,10,count,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class B Operations,5BE8-FE77-1C76,,Usage,2024-05-14,2024-05-27,"13,058",count,0.005218,0.01
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class A Operations,B7C3-7672-190E,,Usage,2024-05-14,2024-05-27,837,count,0.004185,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-a7f38bfa,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-14,2024-05-29,9,count,0.000090,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-a7f38bfa,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-14,2024-05-29,0.001,gibibyte,0.000027,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-a7f38bfa,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Regional Autoclass Standard Class B Operations,5BE8-FE77-1C76,,Usage,2024-05-14,2024-05-29,23,count,0.000008,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-a7f38bfa,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,,Usage,2024-05-14,2024-05-29,9,count,0.000002,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,Aldubayan-lab-DFCI,aldubayan-lab-dfci,broadinstitute.org,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,,Usage,2024-05-14,2024-05-27,0.151,gibibyte,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-f64e23e8,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2024-05-09,2024-05-22,8.847,hour,0.279642,0.28
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-f64e23e8,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2024-05-09,2024-05-22,33.176,gibibyte hour,0.140555,0.14
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,,Usage,2024-05-09,2024-05-09,0.294,hour,0.009298,0.01
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,,Usage,2024-05-09,2024-05-09,1.103,gibibyte hour,0.004673,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-1,terra-af1a7acf,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-09,2024-05-14,52,count,0.000520,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-f64e23e8,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,,Usage,2024-05-09,2024-05-22,0.022,gibibyte,0.000208,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-1,terra-af1a7acf,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-09,2024-05-14,0.01,gibibyte,0.000198,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-W,terra-d7327e81,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-09,2024-05-14,13,count,0.000130,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-W,terra-d7327e81,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-09,2024-05-14,0.002,gibibyte,0.000048,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--MID-Ciliop,terra-881a3ee1,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-09,2024-05-14,4,count,0.000040,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--1KG-WG,terra-36811ab6,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-09,2024-05-09,2,count,0.000020,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--arab-b,terra-d3c999a2,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,Usage,2024-05-09,2024-05-09,2,count,0.000020,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-1,terra-af1a7acf,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,,Usage,2024-05-09,2024-05-14,52,count,0.000019,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,,Usage,2024-05-09,2024-05-09,0.002,gibibyte,0.000016,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--MID-Ciliop,terra-881a3ee1,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-09,2024-05-14,0.001,gibibyte,0.000014,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--1KG-WG,terra-36811ab6,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-09,2024-05-09,0,gibibyte,0.000007,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--arab-b,terra-d3c999a2,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Northern America,3C8A-99C5-F47B,,Usage,2024-05-09,2024-05-09,0,gibibyte,0.000007,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,vanallen-aldubayan-lab--QATR-W,terra-d7327e81,firecloud.org > prod > CommunityWorkbench,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,,Usage,2024-05-09,2024-05-14,13,count,0.000003,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,,Usage,2024-05-09,2024-05-09,0.294,hour,0.000000,0.00
Onix - DFCI - AlDubayan Lab,01DC30-264DCD-B34E70,DFCI-aldubayan-lab--KAnderson-,terra-6524346e,firecloud.org > prod > CommunityWorkbench,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,,Usage,2024-05-09,2024-05-09,0.001,gibibyte,0.000000,0.00
